a,68.67,15,0,5,e,z,0,1,1,14,3,5,0,3376,1
b,28,2,0,5,k,h,4.165,1,1,2,1,5,181,0,1
b,34.08,0.08,4,p,m,bb,0.04,1,1,1,1,5,280,2000,1
b,27.67,2,0,5,x,h,1,1,1,4,3,5,140,7544,1
b,44,2,0,5,m,v,1.75,1,1,2,1,5,0,15,1
b,25.08,1.71,0,5,x,v,1.665,1,1,1,1,5,395,20,1
b,32,1.75,4,p,e,h,0.04,1,3,0,1,5,393,0,1
a,60.58,16.5,0,5,q,v,11,1,3,0,1,5,21,10561,1
a,40.83,10,0,5,q,h,1.75,1,3,0,3,5,29,837,1
b,19.33,9.5,0,5,q,v,1,1,3,0,1,5,60,400,1
a,32.33,0.54,0,5,cc,v,0.04,1,3,0,3,5,440,11177,1
b,36.67,3.25,0,5,q,h,9,1,3,0,1,5,102,639,1
b,37.5,1.125,4,p,d,v,1.5,3,3,0,1,5,431,0,1
a,25.08,2.54,4,p,aa,v,0.25,1,3,0,1,5,370,0,1
b,41.33,0,0,5,c,bb,15,1,3,0,3,5,0,0,1
b,56,12.5,0,5,k,h,8,1,3,0,1,5,24,2028,1
a,49.83,13.585,0,5,k,h,8.5,1,3,0,1,5,0,0,1
b,22.67,10.5,0,5,q,h,1.335,1,3,0,3,5,100,0,1
b,27,1.5,4,p,w,v,0.375,1,3,0,1,5,260,1065,1
b,25,12.5,0,5,aa,v,3,1,3,0,1,s,20,0,1
a,26.08,8.665,0,5,aa,v,1.415,1,3,0,3,5,160,150,1
a,18.42,9.25,0,5,q,v,1.21,1,1,4,3,5,60,540,1
b,20.17,8.17,0,5,aa,v,1.96,1,1,14,3,5,60,158,1
b,47.67,0.29,0,5,c,bb,15,1,1,20,3,5,0,15000,1
a,21.25,2.335,0,5,i,bb,0.5,1,1,4,3,s,80,0,1
a,20.67,3,0,5,q,v,0.165,1,1,3,3,5,100,6,1
a,57.08,19.5,0,5,c,v,5.5,1,1,7,3,5,0,3000,1
a,22.42,5.665,0,5,q,v,2.585,1,1,7,3,5,129,3257,1
b,48.75,8.5,0,5,c,h,12.5,1,1,9,3,5,181,1655,1
b,40,6.5,0,5,aa,bb,3.5,1,1,1,3,5,0,500,1
b,40.58,5,0,5,c,v,5,1,1,7,3,5,0,3065,1
a,28.67,1.04,0,5,c,v,2.5,1,1,5,1,5,300,1430,1
a,33.08,4.625,0,5,q,h,1.625,1,1,2,3,5,0,0,1
b,21.33,10.5,0,5,c,v,3,1,3,0,1,5,0,0,1
b,42,0.205,0,5,i,h,5.125,1,3,0,3,5,400,0,1
b,41.75,0.96,0,5,x,v,2.5,1,3,0,3,5,510,600,1
b,22.67,1.585,4,p,w,v,3.085,1,1,6,3,5,80,0,1
b,34.5,4.04,4,p,i,bb,8.5,1,1,7,1,5,195,0,1
b,28.25,5.04,4,p,c,bb,1.5,1,1,8,1,5,144,7,1
b,33.17,3.165,4,p,x,v,3.165,1,1,3,1,5,380,0,1
b,48.17,7.625,0,5,w,h,15.5,1,1,12,3,5,0,790,1
b,27.58,2.04,4,p,aa,v,2,1,1,3,1,5,370,560,1
b,22.58,10.04,0,5,x,v,0.04,1,1,9,3,5,60,396,1
a,24.08,0.5,0,5,q,h,1.25,1,1,1,3,5,0,678,1
a,41.33,1,0,5,i,bb,2.25,1,3,0,1,5,0,300,1
b,24.83,2.75,0,5,c,v,2.25,1,1,6,3,5,0,600,1
a,20.75,10.25,0,5,q,v,0.71,1,1,2,1,5,49,0,1
b,36.33,2.125,4,p,w,v,0.085,1,1,1,3,5,50,1187,1
a,35.42,12,0,5,q,h,14,1,1,8,3,5,0,6590,1
a,71.58,0,0,0,0,0,0,3,3,0,3,p,0,0,1
b,28.67,9.335,0,5,q,h,5.665,1,1,6,3,5,381,168,1
b,35.17,2.5,0,5,k,v,4.5,1,1,7,3,5,150,1270,1
b,39.5,4.25,0,5,c,bb,6.5,1,1,16,3,5,117,1210,1
b,39.33,5.875,0,5,cc,h,10,1,1,14,1,5,399,0,1
b,24.33,6.625,4,p,d,v,5.5,1,3,0,1,s,100,0,1
b,60.08,14.5,0,5,33,33,18,1,1,15,1,5,0,1000,1
b,23.08,11.5,0,5,i,v,3.5,1,1,9,3,5,56,742,1
b,26.67,2.71,4,p,cc,v,5.25,1,1,1,3,5,211,0,1
b,48.17,3.5,0,5,aa,v,3.5,1,3,0,3,s,230,0,1
b,41.17,4.04,0,5,cc,h,7,1,1,8,3,5,320,0,1
b,55.92,11.5,0,5,33,33,5,1,1,5,3,5,0,8851,1
b,53.92,9.625,0,5,e,v,8.665,1,1,5,3,5,0,0,1
a,18.92,9.25,4,p,c,v,1,1,1,4,1,5,80,500,1
a,50.08,12.54,0,5,aa,v,2.29,1,1,3,1,5,156,0,1
b,65.42,11,0,5,e,z,20,1,1,7,1,5,22,0,1
a,17.58,9,0,5,aa,v,1.375,1,3,0,1,5,0,0,1
a,18.83,9.54,0,5,aa,v,0.085,1,3,0,3,5,100,0,1
a,37.75,5.5,0,5,q,v,0.125,1,3,0,1,5,228,0,1
b,23.25,4,0,5,c,bb,0.25,1,3,0,1,5,160,0,1
b,18.08,5.5,0,5,k,v,0.5,1,3,0,3,5,80,0,1
a,22.5,8.46,4,p,x,v,2.46,3,3,0,3,5,164,0,1
b,19.67,0.375,0,5,q,v,2,1,1,2,1,5,80,0,1
b,22.08,11,0,5,cc,v,0.665,1,3,0,3,5,100,0,1
b,25.17,3.5,0,5,cc,v,0.625,1,1,7,3,5,0,7059,1
a,47.42,3,0,5,x,v,13.875,1,1,2,1,5,519,1704,1
b,33.5,1.75,0,5,x,h,4.5,1,1,4,1,5,253,857,1
b,27.67,13.75,0,5,w,v,5.75,1,3,0,1,5,487,500,1
a,58.42,21,0,5,i,bb,10,1,1,13,3,5,0,6700,1
a,20.67,1.835,0,5,q,v,2.085,1,1,5,3,5,220,2503,1
b,26.17,0.25,0,5,i,bb,0,1,3,0,1,5,0,0,1
b,21.33,7.5,0,5,aa,v,1.415,1,1,1,3,5,80,9800,1
b,42.83,4.625,0,5,q,v,4.58,1,3,0,3,s,0,0,1
b,38.17,10.125,0,5,x,v,2.5,1,1,6,3,5,520,196,1
b,20.5,10,4,p,c,v,2.5,1,3,0,3,s,40,0,1
b,48.25,25.085,0,5,w,v,1.75,1,1,3,3,5,120,14,1
b,28.33,5,0,5,w,v,11,1,3,0,1,5,70,0,1
a,18.75,7.5,0,5,q,v,2.71,1,1,5,3,5,0,26726,1
b,18.5,2,0,5,i,v,1.5,1,1,2,3,5,120,300,1
b,33.17,3.04,4,p,c,h,2.04,1,1,1,1,5,180,18027,1
b,45,8.5,0,5,cc,h,14,1,1,1,1,5,88,2000,1
a,19.67,0.21,0,5,q,h,0.29,1,1,11,3,5,80,99,1
0,24.5,12.75,0,5,c,bb,4.75,1,1,2,3,5,73,444,1
b,21.83,11,0,5,x,v,0.29,1,1,6,3,5,121,0,1
b,40.25,21.5,0,5,e,z,20,1,1,11,3,5,0,1200,1
b,41.42,5,0,5,q,h,5,1,1,6,1,5,470,0,1
a,17.83,11,0,5,x,h,1,1,1,11,3,5,0,3000,1
b,23.17,11.125,0,5,x,h,0.46,1,1,1,3,5,100,0,1
b,0,0.625,0,5,k,v,0.25,3,3,0,3,5,380,2010,0
b,18.17,10.25,0,5,c,h,1.085,3,3,0,3,5,320,13,0
b,20,11.045,0,5,c,v,2,3,3,0,1,5,136,0,0
b,20,0,0,5,d,v,0.5,3,3,0,3,5,144,0,0
a,20.75,9.54,0,5,i,v,0.04,3,3,0,3,5,200,1000,0
a,24.5,1.75,4,p,c,v,0.165,3,3,0,3,5,132,0,0
b,32.75,2.335,0,5,d,h,5.75,3,3,0,1,5,292,0,0
a,52.17,0,4,p,33,33,0,3,3,0,3,5,0,0,0
a,48.17,1.335,0,5,i,o,0.335,3,3,0,3,5,0,120,0
a,20.42,10.5,4,p,x,h,0,3,3,0,1,5,154,32,0
b,50.75,0.585,0,5,33,33,0,3,3,0,3,5,145,0,0
b,17.08,0.085,4,p,c,v,0.04,3,3,0,3,5,140,722,0
b,18.33,1.21,4,p,e,dd,0,3,3,0,3,5,100,0,0
a,32,6,0,5,d,v,1.25,3,3,0,3,5,272,0,0
b,59.67,1.54,0,5,q,v,0.125,1,3,0,1,5,260,0,1
b,18,0.165,0,5,q,n,0.21,3,3,0,3,5,200,40,1
b,37.58,0,0,0,0,0,0,3,3,0,3,p,0,0,1
b,32.33,2.5,0,5,c,v,1.25,3,3,0,1,5,280,0,0
b,18.08,6.75,4,p,m,v,0.04,3,3,0,3,5,140,0,0
b,38.25,10.125,4,p,k,v,0.125,3,3,0,3,5,160,0,0
b,30.67,2.5,0,5,cc,h,2.25,3,3,0,1,s,340,0,0
b,18.58,5.71,0,5,d,v,0.54,3,3,0,3,5,120,0,0
a,19.17,5.415,0,5,i,h,0.29,3,3,0,3,5,80,484,0
a,18.17,10,4,p,q,h,0.165,3,3,0,3,5,340,0,0
b,24.58,13.5,4,p,33,33,0,3,3,0,3,5,0,0,0
b,16.25,0.835,0,5,m,v,0.085,1,3,0,3,s,200,0,0
b,21.17,0.875,4,p,c,h,0.25,3,3,0,3,5,280,204,0
b,23.92,0.585,4,p,cc,h,0.125,3,3,0,3,5,240,1,0
b,17.67,4.46,0,5,c,v,0.25,3,3,0,3,s,80,0,0
a,16.5,1.25,0,5,q,v,0.25,3,1,1,3,5,108,98,0
b,23.25,12.625,0,5,c,v,0.125,3,1,2,3,5,0,5552,0
b,17.58,10,0,5,w,h,0.165,3,1,1,3,5,120,1,0
a,0,1.5,0,5,33,33,0,3,1,2,1,5,200,105,0
b,29.5,0.58,0,5,w,v,0.29,3,1,1,3,5,340,2803,0
b,18.83,0.415,4,p,c,v,0.165,3,1,1,3,5,200,1,0
a,21.75,1.75,4,p,j,j,0,3,3,0,3,5,160,0,0
b,23,0.75,0,5,m,v,0.5,3,3,0,1,s,320,0,0
a,18.25,10,0,5,w,v,1,3,1,1,3,5,120,1,0
b,25.42,0.54,0,5,w,v,0.165,3,1,1,3,5,272,444,0
b,35.75,2.415,0,5,w,v,0.125,3,1,2,3,5,220,1,0
a,16.08,0.335,0,5,33,33,0,3,1,1,3,5,160,126,0
a,31.92,3.125,0,5,33,33,3.04,3,1,2,1,5,200,4,0
b,69.17,9,0,5,33,33,4,3,1,1,3,5,70,6,0
b,32.92,2.5,0,5,aa,v,1.75,3,1,2,1,5,720,0,0
b,16.33,2.75,0,5,aa,v,0.665,3,1,1,3,5,80,21,0
b,22.17,12.125,0,5,c,v,3.335,3,1,2,1,5,180,173,0
a,57.58,2,0,5,33,33,6.5,3,1,1,3,5,0,10,0
b,18.25,0.165,0,5,d,v,0.25,3,3,0,1,s,280,0,0
b,23.42,1,0,5,c,v,0.5,3,3,0,1,s,280,0,0
a,15.92,2.875,0,5,q,v,0.085,3,3,0,3,5,120,0,0
a,24.75,13.665,0,5,q,h,1.5,3,3,0,3,5,280,1,0
b,48.75,26.335,4,p,33,33,0,1,3,0,1,5,0,0,0
b,23.5,2.75,0,5,33,33,4.5,3,3,0,3,5,160,25,0
b,18.58,10.29,0,5,33,33,0.415,3,3,0,3,5,80,0,0
b,27.75,1.29,0,5,k,h,0.25,3,3,0,1,s,140,0,0
a,31.75,3,4,p,j,j,0,3,3,0,3,5,160,20,0
a,24.83,4.5,0,5,w,v,1,3,3,0,1,5,360,6,0
b,19,1.75,4,p,c,v,2.335,3,3,0,1,5,112,6,0
a,16.33,0.21,0,5,aa,v,0.125,3,3,0,3,5,200,1,0
a,18.58,10,0,5,d,v,0.415,3,3,0,3,5,80,42,0
b,16.25,0,4,p,aa,v,0.25,3,3,0,3,5,60,0,0
b,23,0.75,0,5,m,v,0.5,1,3,0,1,s,320,0,0
b,21.17,0.25,4,p,c,h,0.25,3,3,0,3,5,280,204,0
b,17.5,22,6,55,33,o,0,3,3,0,1,p,450,100000,1
b,19.17,0,4,p,m,bb,0,3,3,0,1,s,500,1,1
b,36.75,0.125,4,p,c,v,1.5,3,3,0,1,5,232,113,1
b,21.25,1.5,0,5,w,v,1.5,3,3,0,3,5,150,8,1
a,18.08,0.375,6,55,cc,33,10,3,3,0,1,s,300,0,1
a,33.67,0.375,0,5,cc,v,0.375,3,3,0,3,5,300,44,1
b,48.58,0.205,4,p,k,v,0.25,1,1,11,3,5,380,2732,1
b,33.67,1.25,0,5,w,v,1.165,3,3,0,3,5,120,0,0
a,29.5,1.085,4,p,x,v,1,3,3,0,3,5,280,13,0
b,30.17,1.085,4,p,c,v,0.04,3,3,0,3,5,170,179,0
0,40.83,3.5,0,5,i,bb,0.5,3,3,0,3,s,1160,0,0
b,34.83,2.5,4,p,w,v,3,3,3,0,3,s,200,0,0
b,0,4,4,p,i,v,0.085,3,3,0,1,5,411,0,0
b,20.42,0,0,0,0,0,0,3,3,0,3,p,0,0,0
a,33.25,2.5,4,p,c,v,2.5,3,3,0,1,5,0,2,0
b,34.08,2.5,0,5,c,v,1,3,3,0,3,5,460,16,0
a,25.25,12.5,0,5,d,v,1,3,3,0,1,5,180,1062,0
b,34.75,2.5,0,5,cc,bb,0.5,3,3,0,3,5,348,0,0
b,27.67,0.75,0,5,q,h,0.165,3,3,0,1,5,220,251,0
b,47.33,6.5,0,5,c,v,1,3,3,0,1,5,0,228,0
a,34.83,1.25,4,p,i,h,0.5,3,3,0,1,5,160,0,0
a,33.25,3,4,p,aa,v,2,3,3,0,3,5,180,0,0
b,28,3,0,5,w,v,0.75,3,3,0,1,5,300,67,0
a,39.08,4,0,5,c,v,3,3,3,0,3,5,480,0,0
b,42.75,4.085,0,5,aa,v,0.04,3,3,0,3,5,108,100,0
b,26.92,2.25,0,5,i,bb,0.5,3,3,0,1,5,640,4000,0
b,33.75,2.75,0,5,i,bb,0,3,3,0,3,5,180,0,0
b,38.92,1.75,0,5,k,v,0.5,3,3,0,1,5,300,2,0
b,62.75,7,0,5,e,z,0,3,3,0,3,5,0,12,0
0,32.25,1.5,0,5,c,v,0.25,3,3,0,1,5,372,122,0
b,26.75,4.5,4,p,c,bb,2.5,3,3,0,3,5,200,1210,0
b,63.33,0.54,0,5,c,v,0.585,1,1,3,1,5,180,0,0
b,27.83,1.5,0,5,w,v,2.25,3,1,1,1,5,100,3,0
a,26.17,2,0,5,j,j,0,3,3,0,1,5,276,1,0
b,22.17,0.585,4,p,33,33,0,3,3,0,3,5,100,0,0
b,22.5,11.5,4,p,m,v,1.5,3,3,0,1,5,0,4000,0
b,30.75,1.585,0,5,d,v,0.585,3,3,0,1,s,0,0,0
b,36.67,2,0,5,i,v,0.25,3,3,0,1,5,221,0,0
a,16,0.165,0,5,aa,v,1,3,1,2,1,5,320,1,0
b,41.17,1.335,0,5,d,v,0.165,3,3,0,3,5,168,0,0
a,19.5,0.165,0,5,q,v,0.04,3,3,0,1,5,380,0,0
b,32.42,3,0,5,d,v,0.165,3,3,0,1,5,120,0,0
a,36.75,4.71,0,5,33,33,0,3,3,0,3,5,160,0,0
a,30.25,5.5,0,5,k,v,5.5,3,3,0,1,s,100,0,0
b,23.08,2.5,0,5,33,33,0.085,3,3,0,1,5,100,4208,0
b,26.83,0.54,0,5,k,33,0,3,3,0,3,5,100,0,0
b,16.92,0.335,4,p,k,v,0.29,3,3,0,3,s,200,0,0
b,24.42,2,0,5,e,dd,0.165,3,1,2,3,5,320,1300,0
b,42.83,1.25,0,5,m,v,13.875,3,1,1,1,5,352,112,0
a,22.75,6.165,0,5,aa,v,0.165,3,3,0,3,5,220,1000,0
b,39.42,1.71,4,p,m,v,0.165,3,3,0,3,s,400,0,0
a,23.58,11.5,4,p,k,h,3,3,3,0,1,5,20,16,0
b,21.42,0.75,4,p,r,n,0.75,3,3,0,1,5,132,2,0
b,33,2.5,4,p,w,v,7,3,3,0,1,5,280,0,0
b,26.33,13,0,5,e,dd,0,3,3,0,1,5,140,1110,0
a,45,4.585,0,5,k,h,1,3,3,0,1,s,240,0,0
b,26.25,1.54,0,5,w,v,0.125,3,3,0,3,5,100,0,0
0,28.17,0.585,0,5,aa,v,0.04,3,3,0,3,5,260,1004,0
